10359,0
10360,0
10361,0
10362,1
10363,0
10364,1
10365,0
10366,0
10367,1
10368,0
10369,0
10370,0
10371,0
10372,0
10373,0
10374,1
10375,0
10376,1
10377,0
10378,0
10379,0
10380,0
10381,0
10382,0
10383,0
10384,0
10385,1
10386,1
10387,0
10388,1
10389,0
10390,0
10391,0
10392,1
10393,0
10394,1
10395,1
10396,0
10397,0
10398,1
10399,1
10400,0
10401,0
10402,0
10403,0
10404,0
10405,0
10406,0
10407,1
10408,0
10409,0
10410,0
10411,0
10412,0
10413,1
10414,1
10415,0
10416,0
10417,0
10418,0
10419,1
10420,0
10421,1
10422,0
10423,0
10424,1
10425,0
10426,1
10427,0
10428,0
10429,1
10430,0
10431,0
10432,1
10433,1
10434,0
10435,0
10436,0
10437,0
10438,0
10439,0
10440,0
10441,0
10442,0
10443,0
10444,1
10445,0
10446,0
10447,1
10448,0
10449,0
10450,0
10451,1
10452,0
10453,0
10454,0
10455,1
10456,1
10457,0
10458,0
10459,0
10460,1
10461,0
10462,0
10463,1
10464,0
10465,0
10466,0
10467,0
10468,0
10469,0
10470,0
10471,0
10472,0
10473,0
10474,0
10475,0
10476,0
10477,1
10478,0
10479,0
10480,0
10481,1
10482,0
10483,0
10484,0
10485,0
10486,0
10487,0
10488,0
10489,0
10490,0
10491,0
10492,0
10493,0
10494,0
10495,1
10496,0
10497,0
10498,0
10499,1
10500,1
10501,1
10502,1
10503,0
10504,1
10505,0
10506,1
10507,0
10508,0
10509,0
10510,0
10511,0
10512,0
10513,0
10514,0
10515,1
10516,0
10517,1
10518,0
10519,0
10520,0
10521,1
10522,1
10523,0
10524,0
10525,0
10526,0
10527,0
10528,1
10529,1
10530,1
10531,0
10532,0
10533,0
10534,0
10535,0
10536,0
10537,0
10538,0
10539,0
10540,0
10541,0
10542,0
10543,0
10544,0
10545,1
10546,0
10547,0
10548,0
10549,0
10550,1
10551,0
10552,0
10553,0
10554,0
10555,0
10556,0
10557,0
10558,0
10559,0
10560,0
10561,0
10562,0
10563,0
10564,0
10565,1
10566,0
10567,0
10568,0
10569,1
10570,0
10571,0
10572,0
10573,0
10574,1
10575,1
10576,0
10577,1
10578,0
10579,1
10580,1
10581,0
10582,0
10583,0
10584,0
10585,0
10586,1
10587,0
10588,0
10589,0
10590,0
10591,0
10592,0
10593,0
10594,0
10595,0
10596,0
10597,0
10598,0
10599,0
10600,0
10601,0
10602,1
10603,0
10604,0
10605,0
10606,0
10607,0
10608,0
10609,0
10610,0
10611,1
10612,0
10613,0
10614,0
10615,0
10616,1
10617,0
10618,0
10619,0
10620,0
10621,0
10622,1
10623,0
10624,0
10625,0
10626,0
10627,0
10628,1
10629,0
10630,1
10631,0
10632,1
10633,0
10634,0
10635,0
10636,0
10637,0
10638,0
10639,1
10640,0
10641,1
10642,0
10643,0
10644,1
10645,0
10646,0
10647,0
10648,0
10649,0
10650,0
10651,0
10652,0
10653,0
10654,0
10655,0
10656,0
10657,1
10658,0
10659,1
10660,0
10661,0
10662,0
10663,0
10664,0
10665,0
10666,0
10667,0
10668,0
10669,0
10670,0
10671,1
10672,0
10673,0
10674,0
10675,0
10676,1
10677,0
10678,0
10679,0
10680,0
10681,1
10682,0
10683,0
10684,0
10685,0
10686,0
10687,0
10688,0
10689,0
10690,0
10691,0
10692,1
10693,1
10694,0
10695,1
10696,1
10697,0
10698,0
10699,1
10700,0
10701,0
10702,0
10703,0
10704,0
10705,0
10706,1
10707,0
10708,0
10709,0
10710,1
10711,0
10712,1
10713,0
10714,0
10715,0
10716,1
10717,0
10718,0
10719,0
10720,0
10721,0
10722,0
10723,0
10724,0
10725,0
10726,1
10727,0
10728,0
10729,0
10730,0
10731,0
10732,0
10733,0
10734,0
10735,0
10736,0
10737,0
10738,1
10739,0
10740,0
10741,0
10742,0
10743,0
10744,1
10745,0
10746,0
10747,0
10748,0
10749,0
10750,0
10751,0
10752,0
10753,0
10754,0
10755,0
10756,0
10757,0
10758,0
10759,1
10760,1
10761,0
10762,1
10763,0
10764,0
10765,0
10766,0
10767,0
10768,0
10769,0
10770,0
10771,0
10772,1
10773,0
10774,0
10775,0
10776,1
10777,0
10778,0
10779,0
10780,0
10781,0
10782,0
10783,0
10784,0
10785,0
10786,0
10787,1
10788,0
10789,0
10790,1
10791,1
10792,0
10793,1
10794,0
10795,0
10796,1
10797,0
10798,0
10799,1
10800,1
10801,0
10802,0
10803,0
10804,0
10805,0
10806,0
10807,0
10808,0
10809,0
10810,0
10811,0
10812,0
10813,1
10814,1
10815,0
10816,0
10817,1
10818,0
10819,1
10820,0
10821,1
10822,0
10823,0
10824,0
10825,0
10826,0
10827,0
10828,1
10829,1
10830,1
10831,0
10832,0
10833,0
10834,0
10835,0
10836,1
10837,0
10838,1
10839,0
10840,0
10841,0
10842,0
10843,0
10844,1
10845,0
10846,0
10847,0
10848,0
10849,0
10850,0
10851,0
10852,0
10853,0
10854,0
10855,0
10856,0
10857,1
10858,0
10859,0
10860,0
10861,1
10862,0
10863,1
10864,1
10865,1
10866,0
10867,1
10868,0
10869,0
10870,0
10871,1
10872,0
10873,0
10874,0
10875,0
10876,1
10877,0
10878,0
10879,0
10880,0
10881,0
10882,0
10883,1
10884,0
10885,0
10886,0
10887,0
10888,0
10889,0
10890,0
10891,1
10892,0
10893,0
10894,1
10895,0
10896,0
10897,0
10898,0
10899,0
10900,0
10901,1
10902,0
10903,0
10904,0
10905,1
10906,0
10907,0
10908,1
10909,0
10910,0
10911,0
10912,0
10913,1
10914,0
10915,0
10916,1
10917,0
10918,0
10919,0
10920,0
10921,0
10922,0
10923,0
10924,0
10925,1
10926,1
10927,0
10928,0
10929,0
10930,1
10931,0
10932,0
10933,0
10934,1
10935,0
10936,0
10937,0
10938,0
10939,0
10940,0
10941,0
10942,0
10943,0
10944,0
10945,0
10946,0
10947,0
10948,0
10949,0
10950,0
10951,0
10952,0
10953,1
10954,1
10955,0
10956,0
10957,1
10958,0
10959,0
10960,0
10961,0
10962,0
10963,0
10964,0
10965,0
10966,0
10967,0
10968,0
10969,0
10970,0
10971,0
10972,1
10973,0
10974,0
10975,0
10976,1
10977,1
10978,0
10979,0
10980,1
10981,0
10982,0
10983,0
10984,0
10985,0
10986,0
10987,0
10988,0
10989,0
10990,0
10991,0
10992,0
10993,0
10994,0
10995,0
10996,0
10997,1
10998,0
10999,1
11000,0
11001,0
11002,1
11003,1
11004,1
11005,0
11006,0
11007,0
11008,0
11009,0
11010,0
11011,0
11012,1
11013,0
11014,1
11015,0
11016,0
11017,0
11018,0
11019,0
11020,1
11021,0
11022,0
11023,0
11024,0
11025,1
11026,0
11027,1
11028,0
11029,0
11030,0
11031,0
11032,0
11033,0
11034,0
11035,0
11036,0
11037,0
11038,0
11039,0
11040,1
11041,0
11042,0
11043,0
11044,0
11045,0
11046,0
11047,1
11048,1
11049,1
11050,0
11051,0
11052,1
11053,0
11054,0
11055,0
11056,1
11057,0
11058,0
11059,0
11060,0
11061,0
11062,0
11063,0
11064,1
11065,0
11066,0
11067,0
11068,1
11069,1
11070,0
11071,0
11072,1
11073,0
11074,0
11075,0
11076,0
11077,0
11078,0
11079,0
11080,1
11081,0
11082,0
11083,1
11084,0
11085,0
11086,0
11087,0
11088,0
11089,0
11090,0
11091,0
11092,0
11093,1
11094,0
11095,1
11096,0
11097,0
11098,0
11099,0
11100,1
11101,0
11102,0
11103,0
11104,0
11105,0
11106,0
11107,0
11108,0
11109,1
11110,1
11111,1
11112,0
11113,0
11114,0
11115,0
11116,0
11117,0
11118,0
11119,0
11120,0
11121,0
11122,0
11123,0
11124,0
11125,0
11126,0
11127,0
11128,1
11129,1
11130,0
11131,1
11132,0
11133,0
11134,0
11135,0
11136,0
11137,0
11138,0
11139,0
11140,0
11141,0
11142,0
11143,1
11144,0
11145,0
11146,0
11147,0
11148,0
11149,0
11150,1
11151,0
11152,0
11153,0
11154,0
11155,0
11156,1
11157,1
11158,0
11159,0
11160,0
11161,0
11162,0
11163,0
11164,0
11165,1
11166,0
11167,0
11168,0
11169,0
11170,1
11171,1
11172,0
11173,0
11174,0
11175,1
11176,0
11177,0
11178,0
11179,0
11180,1
11181,0
11182,0
11183,1
11184,0
11185,0
11186,0
11187,0
11188,0
11189,1
11190,0
11191,0
11192,1
11193,0
11194,0
11195,0
11196,0
11197,1
11198,0
11199,1
11200,0
11201,0
11202,0
11203,0
11204,0
11205,0
11206,0
11207,0
11208,0
11209,0
11210,1
11211,0
11212,1
11213,0
11214,1
11215,0
11216,0
11217,0
11218,0
11219,0
11220,0
11221,0
11222,1
11223,0
11224,1
11225,0
11226,0
11227,0
11228,1
11229,0
11230,0
11231,0
11232,1
11233,1
11234,0
11235,1
11236,1
11237,0
11238,0
11239,1
11240,0
11241,0
11242,0
11243,0
11244,0
11245,0
11246,0
11247,1
11248,0
11249,0
11250,0
11251,0
11252,1
11253,0
11254,0
11255,0
11256,0
11257,0
11258,0
11259,0
11260,1
11261,1
11262,1
11263,0
11264,0
11265,0
11266,0
11267,0
11268,1
11269,0
11270,0
11271,0
11272,1
11273,1
11274,1
11275,0
11276,0
11277,0
11278,0
11279,1
11280,0
11281,0
11282,0
11283,1
11284,0
11285,0
11286,0
11287,0
11288,0
11289,0
11290,0
11291,0
11292,0
11293,0
11294,0
11295,0
11296,0
11297,1
11298,1
11299,0
11300,0
11301,0
11302,0
11303,1
11304,0
11305,0
11306,1
11307,0
11308,0
11309,0
11310,0
11311,0
11312,0
11313,0
11314,0
11315,0
11316,0
11317,1
11318,0
11319,1
11320,0
11321,0
11322,0
11323,0
11324,0
11325,0
11326,0
11327,1
11328,0
11329,0
11330,0
11331,1
11332,0
11333,1
11334,0
11335,0
11336,1
11337,0
11338,0
11339,0
11340,0
11341,1
11342,0
11343,1
11344,0
11345,0
11346,0
11347,0
11348,0
11349,0
11350,0
11351,0
11352,1
11353,0
11354,0
11355,0
11356,1
11357,0
11358,0
11359,0
11360,1
11361,0
11362,1
11363,0
11364,0
11365,1
11366,0
11367,0
11368,0
11369,0
11370,0
11371,0
11372,1
11373,0
11374,0
11375,0
11376,0
11377,1
11378,0
11379,0
11380,1
11381,0
11382,1
11383,1
11384,1
11385,0
11386,0
11387,1
11388,0
11389,0
11390,1
11391,0
11392,0
11393,0
11394,1
11395,0
11396,0
11397,0
11398,0
11399,0
11400,0
11401,0
11402,1
11403,0
11404,0
11405,1
11406,0
11407,0
11408,0
11409,0
11410,0
11411,0
11412,0
11413,0
11414,0
11415,0
11416,0
11417,0
11418,0
11419,1
11420,1
11421,0
11422,0
11423,0
11424,0
11425,0
11426,0
11427,1
11428,0
11429,0
11430,0
11431,0
11432,0
11433,0
11434,0
11435,0
11436,0
11437,0
11438,0
11439,0
11440,0
11441,0
11442,0
11443,0
11444,0
11445,0
11446,0
11447,0
11448,1
11449,0
11450,0
11451,0
11452,0
11453,0
11454,0
11455,0
11456,0
11457,0
11458,0
11459,0
11460,0
11461,0
11462,0
11463,0
11464,0
11465,0
11466,1
11467,1
11468,0
11469,1
11470,0
11471,0
11472,0
11473,0
11474,0
11475,0
11476,0
11477,1
11478,1
11479,0
11480,1
11481,1
11482,0
11483,0
11484,0
11485,0
11486,1
11487,0
11488,0
11489,0
11490,0
11491,1
11492,1
11493,1
11494,1
11495,0
11496,0
11497,1
11498,0
11499,0
11500,1
11501,1
11502,0
11503,0
11504,0
11505,0
11506,0
11507,0
11508,0
11509,1
11510,0
11511,0
11512,0
11513,0
11514,0
11515,0
11516,0
11517,0
11518,0
11519,0
11520,0
11521,0
11522,1
11523,0
11524,0
11525,0
11526,0
11527,0
11528,0
11529,0
11530,0
11531,0
11532,0
11533,0
11534,1
11535,1
11536,0
11537,0
11538,1
11539,1
11540,1
11541,0
11542,0
11543,0
11544,0
11545,0
11546,0
11547,0
11548,0
11549,0
11550,0
11551,0
11552,0
11553,0
11554,0
11555,1
11556,0
11557,0
11558,0
11559,0
11560,1
11561,0
11562,0
11563,0
11564,0
11565,0
11566,0
11567,0
11568,0
11569,1
11570,0
11571,0
11572,0
11573,0
11574,0
11575,0
11576,1
11577,0
11578,0
11579,0
11580,1
11581,0
11582,1
11583,0
11584,0
11585,0
11586,0
11587,0
11588,0
11589,0
11590,0
11591,0
11592,1
11593,0
11594,1
11595,0
11596,0
11597,0
11598,0
11599,0
11600,1
11601,0
11602,0
11603,0
11604,0
11605,0
11606,1
11607,0
11608,1
11609,1
11610,0
11611,0
11612,0
11613,0
11614,0
11615,0
11616,0
11617,0
11618,0
11619,0
11620,0
11621,0
11622,0
11623,0
11624,0
11625,0
11626,0
11627,0
11628,0
11629,1
11630,0
11631,0
11632,0
11633,0
11634,0
11635,0
11636,1
11637,0
11638,0
11639,0
11640,0
11641,0
11642,0
11643,0
11644,0
11645,0
11646,0
11647,0
11648,1
11649,0
11650,0
11651,0
11652,0
11653,0
11654,0
11655,0
11656,0
11657,0
11658,0
11659,0
11660,0
11661,0
11662,1
11663,0
11664,0
11665,0
11666,0
11667,1
11668,0
11669,0
11670,0
11671,0
11672,0
11673,1
11674,0
11675,0
11676,0
11677,0
11678,0
11679,0
11680,1
11681,0
11682,0
11683,0
11684,1
11685,0
11686,1
11687,1
11688,0
11689,0
11690,0
11691,0
11692,0
11693,0
11694,0
11695,0
11696,0
11697,1
11698,0
11699,0
11700,0
11701,0
11702,0
11703,0
11704,0
11705,0
11706,0
11707,0
11708,0
11709,0
11710,0
11711,0
11712,1
11713,0
11714,0
11715,0
11716,0
11717,0
11718,1
11719,0
11720,0
11721,0
11722,0
11723,0
11724,0
11725,0
11726,0
11727,1
11728,0
11729,0
11730,0
11731,1
11732,0
11733,0
11734,0
11735,0
11736,0
11737,0
11738,1
11739,0
11740,1
11741,0
11742,0
11743,0
11744,0
11745,0
11746,0
11747,0
11748,0
11749,0
11750,0
11751,0
11752,1
11753,0
11754,0
11755,1
11756,0
11757,0
11758,0
11759,1
11760,0
11761,0
11762,0
11763,0
11764,1
11765,0
11766,0
11767,0
11768,1
11769,0
11770,0
11771,0
11772,0
11773,0
11774,0
11775,1
11776,0
11777,0
11778,0
11779,0
11780,1
11781,0
11782,0
11783,0
11784,1
11785,0
11786,1
11787,0
11788,0
11789,0
11790,0
11791,0
11792,0
11793,0
11794,0
11795,0
11796,0
11797,0
11798,0
11799,0
11800,0
11801,0
11802,0
11803,0
11804,0
11805,0
11806,0
11807,0
11808,0
11809,0
11810,0
11811,0
11812,0
11813,0
11814,0
11815,1
11816,0
11817,0
11818,0
11819,1
11820,0
11821,0
11822,0
11823,0
11824,0
11825,0
11826,0
11827,0
11828,0
11829,1
11830,0
11831,0
11832,1
11833,0
11834,1
11835,0
11836,1
11837,0
11838,0
11839,0
11840,0
11841,0
11842,0
11843,0
11844,0
11845,1
11846,0
11847,0
11848,0
11849,0
11850,0
11851,0
11852,0
11853,0
11854,0
11855,0
11856,0
11857,0
11858,0
11859,1
11860,0
11861,0
11862,0
11863,0
11864,0
11865,0
11866,0
11867,0
11868,0
11869,1
11870,0
11871,0
11872,0
11873,0
11874,0
11875,0
11876,0
11877,0
11878,0
11879,0
11880,0
11881,0
11882,1
11883,0
11884,1
11885,0
11886,1
11887,0
11888,0
11889,0
11890,0
11891,0
11892,0
11893,0
11894,0
11895,0
11896,0
11897,0
11898,1
11899,0
11900,0
11901,0
11902,1
11903,0
11904,1
11905,0
11906,1
11907,0
11908,0
11909,1
11910,0
11911,1
11912,0
11913,0
11914,0
11915,0
11916,0
11917,0
11918,0
11919,0
11920,0
11921,0
11922,0
11923,0
11924,0
11925,0
11926,0
11927,0
11928,0
11929,0
11930,0
11931,0
11932,0
11933,0
11934,0
11935,0
11936,1
11937,1
11938,0
11939,0
11940,0
11941,0
11942,0
11943,0
11944,0
11945,0
11946,1
11947,1
11948,0
11949,0
11950,1
11951,0
11952,0
11953,0
11954,0
11955,0
11956,0
11957,1
11958,0
11959,1
11960,0
11961,0
11962,1
11963,0
11964,0
11965,0
11966,0
11967,1
11968,0
11969,1
11970,0
11971,0
11972,0
11973,1
11974,0
11975,0
11976,0
11977,1
11978,1
11979,1
11980,0
11981,0
11982,0
11983,0
11984,1
11985,0
11986,1
11987,0
11988,0
11989,0
11990,0
11991,0
11992,0
11993,0
11994,1
11995,0
11996,0
11997,0
11998,0
11999,0
12000,1
12001,1
12002,1
12003,0
12004,1
12005,0
12006,0
12007,0
12008,0
12009,1
12010,0
12011,1
12012,0
12013,0
12014,1
12015,0
12016,0
12017,0
12018,0
12019,1
12020,0
12021,1
12022,1
12023,0
12024,0
12025,0
12026,1
12027,1
12028,0
12029,0
12030,0
12031,0
12032,0
12033,0
12034,1
12035,0
12036,0
12037,0
12038,0
12039,0
12040,0
12041,1
12042,0
12043,0
12044,0
12045,0
12046,0
12047,1
12048,0
12049,0
12050,0
12051,0
12052,0
12053,0
12054,1
12055,0
12056,0
12057,1
12058,0
12059,0
12060,0
12061,0
12062,0
12063,0
12064,0
12065,0
12066,0
12067,0
12068,0
12069,0
12070,1
12071,0
12072,0
12073,0
12074,0
12075,1
12076,0
12077,1
12078,1
12079,0
12080,1
12081,1
12082,0
12083,0
12084,1
12085,0
12086,0
12087,0
12088,0
12089,1
12090,0
12091,0
12092,0
12093,1
12094,0
12095,0
12096,0
12097,0
12098,0
12099,0
12100,0
12101,0
12102,1
12103,0
12104,0
12105,0
12106,1
12107,0
12108,0
12109,1
12110,0
12111,0
12112,0
12113,1
12114,1
12115,0
12116,0
12117,0
12118,0
12119,0
12120,0
12121,0
12122,1
12123,0
12124,0
12125,0
12126,0
12127,1
12128,0
12129,0
12130,0
12131,0
12132,1
12133,0
12134,0
12135,0
12136,0
12137,0
12138,0
12139,0
12140,1
12141,0
12142,0
12143,0
12144,0
12145,1
12146,0
12147,0
12148,0
12149,0
12150,0
12151,0
12152,0
12153,0
12154,0
12155,0
12156,1
12157,0
12158,0
12159,0
12160,0
12161,0
12162,0
12163,0
12164,0
12165,0
12166,0
12167,0
12168,1
12169,0
12170,0
12171,0
12172,1
12173,0
12174,0
12175,0
12176,0
12177,0
12178,0
12179,0
12180,0
12181,0
12182,1
12183,0
12184,0
12185,1
12186,0
12187,0
12188,0
12189,0
12190,0
12191,0
12192,0
12193,1
12194,0
12195,0
12196,0
12197,0
12198,0
12199,0
12200,0
12201,1
12202,1
12203,0
12204,0
12205,1
12206,0
12207,0
12208,0
12209,0
12210,1
12211,0
12212,0
12213,0
12214,0
12215,0
12216,1
12217,1
12218,0
12219,1
12220,1
12221,0
12222,1
12223,0
12224,0
12225,0
12226,0
12227,0
12228,0
12229,1
12230,0
12231,0
12232,1
12233,0
12234,0
12235,1
12236,0
12237,0
12238,0
12239,0
12240,0
12241,0
12242,0
12243,0
12244,0
12245,0
12246,0
12247,0
12248,0
12249,0
12250,0
12251,0
12252,0
12253,0
12254,0
12255,0
12256,0
12257,0
12258,0
12259,1
12260,0
12261,1
12262,0
12263,0
12264,1
12265,0
12266,1
12267,0
12268,0
12269,0
12270,0
12271,0
12272,0
12273,0
12274,0
12275,1
12276,0
12277,0
12278,0
12279,0
12280,0
12281,1
12282,0
12283,0
12284,0
12285,0
12286,1
12287,0
12288,1
12289,0
12290,0
12291,0
12292,0
12293,1
12294,0
12295,1
12296,0
12297,0
12298,0
12299,0
12300,0
12301,0
12302,0
12303,0
12304,0
12305,0
12306,0
12307,0
12308,0
12309,0
12310,0
12311,0
12312,0
12313,1
12314,0
12315,0
12316,0
12317,0
12318,0
12319,1
12320,0
12321,1
12322,0
12323,0
12324,1
12325,1
12326,0
12327,0
12328,0
12329,0
12330,1
12331,1
12332,0
12333,0
12334,1
12335,0
12336,0
12337,0
12338,0
12339,1
12340,0
12341,0
12342,1
12343,0
12344,0
12345,0
12346,0
12347,0
12348,1
12349,1
12350,0
12351,0
12352,1
12353,1
12354,0
12355,0
12356,1
12357,1
12358,1
12359,1
12360,0
12361,0
12362,0
12363,0
12364,0
12365,0
12366,0
12367,0
12368,0
12369,1
12370,1
12371,0
12372,1
12373,0
12374,0
12375,0
12376,0
12377,0
12378,0
12379,0
12380,0
12381,0
12382,0
12383,0
12384,0
12385,0
12386,0
12387,0
12388,0
12389,0
12390,0
12391,0
12392,1
12393,1
12394,0
12395,1
12396,0
12397,1
12398,1
12399,0
12400,0
12401,0
12402,0
12403,0
12404,0
12405,0
12406,1
12407,1
12408,0
12409,1
12410,0
12411,1
12412,0
12413,0
12414,0
12415,0
12416,1
12417,0
12418,1
12419,0
12420,0
12421,0
12422,0
12423,0
12424,1
12425,1
12426,0
12427,0
12428,0
12429,1
12430,0
12431,0
12432,1
12433,0
12434,0
12435,1
12436,0
12437,1
12438,0
12439,0
12440,0
12441,0
12442,0
12443,0
12444,0
12445,0
12446,1
12447,0
12448,0
12449,0
12450,0
12451,1
12452,0
12453,1
12454,1
12455,1
12456,1
12457,0
12458,0
12459,1
12460,0
12461,1
12462,1
12463,0
12464,0
12465,0
12466,0
12467,0
12468,0
12469,0
12470,0
12471,0
12472,0
12473,0
12474,0
12475,0
12476,0
12477,0
12478,1
12479,0
12480,0
12481,0
12482,0
12483,0
12484,0
12485,0
12486,0
12487,0
12488,0
12489,0
12490,0
12491,1
12492,0
12493,0
12494,0
12495,1
12496,0
12497,0
12498,0
12499,0
12500,1
12501,0
12502,0
12503,1
12504,0
12505,0
12506,0
12507,0
12508,0
12509,0
12510,0
12511,0
12512,1
12513,0
12514,0
12515,0
12516,0
12517,0
12518,0
12519,0
12520,0
12521,0
12522,0
12523,1
12524,0
12525,0
12526,0
12527,0
12528,0
12529,0
12530,1
12531,1
12532,1
12533,0
12534,0
12535,0
12536,0
12537,0
12538,0
12539,1
12540,0
12541,0
12542,0
12543,0
12544,0
12545,0
12546,0
12547,0
12548,0
12549,0
12550,1
12551,1
12552,0
12553,1
12554,1
12555,1
12556,0
12557,0
12558,1
12559,0
12560,0
12561,0
12562,1
12563,0
12564,0
12565,0
12566,1
12567,0
12568,0
12569,0
12570,1
12571,0
12572,0
12573,0
12574,0
12575,0
12576,1
12577,0
12578,0
12579,0
12580,0
12581,0
12582,0
12583,0
12584,0
12585,1
12586,1
12587,0
12588,1
12589,0
12590,0
12591,0
12592,1
12593,0
12594,0
12595,0
12596,0
12597,0
12598,0
12599,0
12600,0
12601,1
12602,0
12603,0
12604,0
12605,0
12606,0
12607,1
12608,0
12609,0
12610,0
12611,0
12612,1
12613,0
12614,1
12615,1
12616,0
12617,1
12618,0
12619,0
12620,0
12621,1
12622,0
12623,0
12624,0
12625,1
12626,0
12627,0
12628,0
12629,0
12630,0
12631,0
12632,0
12633,0
12634,0
12635,0
12636,1
12637,0
12638,0
12639,0
12640,0
12641,0
12642,0
12643,0
12644,1
12645,0
12646,0
12647,0
12648,0
12649,0
12650,0
12651,0
12652,0
12653,1
12654,1
12655,0
12656,0
12657,1
12658,0
12659,1
12660,0
12661,0
12662,0
12663,1
12664,0
12665,0
12666,1
12667,0
12668,0
12669,0
12670,0
12671,0
12672,1
12673,0
12674,1
12675,1
12676,0
12677,0
12678,0
12679,1
12680,0
12681,1
12682,0
12683,0
12684,0
12685,0
12686,0
12687,0
12688,0
12689,0
12690,0
12691,0
12692,1
12693,0
12694,1
12695,0
12696,0
12697,0
12698,1
12699,0
12700,0
12701,1
12702,0
12703,0
12704,0
12705,0
12706,0
12707,0
12708,0
12709,1
12710,1
12711,0
12712,1
12713,0
12714,0
12715,0
12716,0
12717,0
12718,0
12719,1
12720,0
12721,0
12722,0
12723,0
12724,0
12725,0
12726,0
12727,0
12728,0
12729,1
12730,1
12731,0
12732,1
12733,0
12734,0
12735,0
12736,0
12737,1
12738,0
12739,1
12740,0
12741,1
12742,0
12743,0
12744,0
12745,0
12746,0
12747,1
12748,1
12749,1
12750,1
12751,1
12752,0
12753,1
12754,0
12755,0
12756,0
12757,0
12758,0
12759,1
12760,0
12761,0
12762,0
12763,1
12764,1
12765,0
12766,0
12767,0
12768,0
12769,1
12770,0
12771,0
12772,0
12773,0
12774,0
12775,0
12776,0
12777,0
12778,0
12779,0
12780,0
12781,0
12782,1
12783,0
12784,0
12785,0
12786,0
12787,1
12788,0
12789,1
12790,0
12791,0
12792,0
12793,0
12794,1
12795,0
12796,1
12797,0
12798,1
12799,0
12800,0
12801,0
12802,1
12803,0
12804,0
12805,0
12806,0
12807,0
12808,0
12809,0
12810,1
12811,1
12812,1
12813,0
12814,1
12815,0
12816,0
12817,0
12818,0
12819,0
12820,0
12821,0
12822,0
12823,0
12824,0
12825,1
12826,0
12827,0
12828,1
12829,0
12830,0
12831,0
12832,0
12833,0
12834,0
12835,1
12836,0
12837,0
12838,0
12839,0
12840,0
12841,0
12842,0
12843,1
12844,0
12845,0
12846,0
12847,0
12848,1
12849,1
12850,0
12851,0
12852,0
12853,0
12854,0
12855,0
12856,0
12857,1
12858,0
12859,0
12860,0
12861,0
12862,0
12863,1
12864,0
12865,0
12866,0
12867,0
12868,0
12869,1
12870,0
12871,1
12872,0
12873,0
12874,0
12875,0
12876,0
12877,0
12878,1
12879,0
12880,0
12881,1
12882,0
12883,0
12884,0
12885,0
12886,0
12887,0
12888,1
12889,1
12890,1
12891,1
12892,0
12893,0
12894,0
12895,1
12896,0
12897,0
12898,1
12899,0
